# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
dk10794	Classic Card Games (Russia)
slps00317	Noel - Not Digital (Japan) (Disc 2)
slps003171	Noel - Not Digital (Japan) (Disc 2)
slps00319	Nobunaga no Yabou - Tenshouki (Japan)
slps00320	Angelique Special (Japan)
slps00321	Tetris X (Japan)
slps00322	Lone Soldier (Japan)
slps00323	Neo Planet (Japan)
slps00324	Potestas (Japan)
slps00325	Hive Wars, The (Japan) (Disc 1)
slps003250	Hive Wars, The (Japan) (Disc 1)
slps00326	Hive Wars, The (Japan) (Disc 2)
slps003261	Hive Wars, The (Japan) (Disc 2)
slps00327	Over Drivin' DX (Japan)
slps00328	Ide Yousuke Meijin no Shin Jissen Mahjong (Japan)
slps00329	Extreme Power (Japan)
slps00330	Taiyou no Shippo - Wild, Pure, Simple Life (Japan)
slps00331	Chessmaster, The (Japan)
slps00332	Alien Trilogy (Japan)
slps00333	Bonogurashi - Kore de Kanpeki Disu (Japan)
slps00334	Tsuukai!! Slot Shooting (Japan)
slps00335	Dezaemon Plus (Japan)
slps00336	Sid Meier's Civilization - Shin Sekai Shichidai Bunmei (Japan)
slps00337	Nobunaga Shippuuki - Kirameki (Japan)
slps00338	Virtual Hiryuu no Ken (Japan)
slps00339	Johnny Bazooka (Japan)
slps00340	Fighting Illusion - K-1 Grand Prix (Japan)
slps00341	Irem Arcade Classics (Japan)
slps00342	Expert (Japan)
slps00343	Idol Promotion - Suzuki Yumie (Japan)
slps00344	Idol Promotion - Suzuki Yumie (Japan) (Yumie Island)
slps00345	Oh-chan no Oekaki Logic 2 (Japan)
slps00346	Pal - Shinken Densetsu (Japan)
slps00347	Pandora Project - The Logic Master (Japan)
slps00348	Leading Jockey Highbred (Japan)
slps00349	Dungeon Creator (Japan)
slps00350	Samurai Spirits - Zankurou Musouken (Japan)
slps00351	King of Fighters '95, The (Japan)
slps00352	Vadims (Japan)
slps00353	Block Kuzushi - Deden no Gyakushuu (Japan)
slps00355	Dragon Ball Z - Idainaru Dragon Ball Densetsu (Japan)
slps00356	SeaBass Fishing (Japan)
slps00357	Thunderhawk II (Japan)
slps00358	Formula Circus (Japan)
slps00359	Meru Purana (Japan)
slps00360	Super Pang Collection (Japan)
slps00361	City Bravo! (Japan)
slps00362	Kojima Takeo - Mahjong Teiou (Japan)
slps00363	Arthur to Astaroth no Nazo Makaimura - Incredible Toons (Japan)
slps00364	Mahjong Senjutsu - Andou Mitsuru Pro no Akuukan Sappou (Japan)
slps00365	Tekkyuu - True Pinball (Japan)
slps00366	Ebisu Yoshikazu no Ooana Kyoutei (Japan)
slps00367	Hanafuda Graffiti - Koi Koi Monogatari (Japan)
slps00368	Wedding Peach - Doki Doki Oironaoshi (Japan)
slps00369	Hokuto no Ken (Japan)
slps00370	Dungeon Creator (Japan) (Disc 1)
slps003700	Dungeon Creator (Japan) (Disc 1)
slps00371	Dungeon Creator (Japan) (Disc 2) (Memory Bank Disc)
slps003711	Dungeon Creator (Japan) (Disc 2) (Memory Bank Disc)
slps00372	Victory Spike (Japan)
slps00373	Masters - Shin Harukanaru Augusta (Japan)
slps00374	Silhouette Stories (Japan)
slps00375	Mushi no Idokoro (Japan)
slps00376	Little Big Adventure (Japan)
slps00377	King's Field III (Japan)
slps00379	Kiwame Daidougi - Tsumuya Tsumazaruya (Japan)
slps00380	Ayrton Senna Kart Duel (Japan)
slps00381	Shin Fortune Quest - Shokutaku no Kishitachi (Japan)
slps00383	Time Gal & Ninja Hayate (Japan) (En,Ja) (Disc 1) (Time Gal)
slps003830	Time Gal & Ninja Hayate (Japan) (En,Ja) (Disc 1) (Time Gal)
slps00384	Time Gal & Ninja Hayate (Japan) (En,Ja) (Disc 2) (Ninja Hayate)
slps003841	Time Gal & Ninja Hayate (Japan) (En,Ja) (Disc 2) (Ninja Hayate)
slps00385	SD Gundam - Over Galaxian (Japan)
slps00386	Macross Digital Mission VF-X (Japan)
slps00387	ClockWerx (Japan)
slps00388	Turf Wind '96 - Take Yutaka Kyousouba Ikusei Game (Japan)
slps00389	NBA Live 96 (Japan)
slps00390	Namco Museum Vol. 3 (Japan)
slps00391	Ugetsu Kitan (Japan)
slps00392	OverBlood (Japan)
slps00393	m [emu] - Kimi o Tsutaete (Japan)
slps00394	Spot Goes to Hollywood (Japan)
slps00395	Hyper 3D Pinball (Japan)
slps00396	CyberSpeed (Japan)
slps00397	Jikuu Tantei DD - Maboroshi no Lorelei (Japan) (Disc 1)
slps003970	Jikuu Tantei DD - Maboroshi no Lorelei (Japan) (Disc 1)
slps00398	Jikuu Tantei DD - Maboroshi no Lorelei (Japan) (Disc 2)
slps003981	Jikuu Tantei DD - Maboroshi no Lorelei (Japan) (Disc 2)
slps00399	Quantum Gate I - Akumu no Joshou (Japan)
slps00400	Tobal No. 1 (Japan)
slps00401	Square's Preview (Japan)
slps00402	Pro Mahjong Kiwame Plus (Japan)
slps00403	Studio P (Japan)
slps00404	Gakkou de Atta Kowai Hanashi S (Japan)
slps00405	Twilight Syndrome - Kyuumei-hen (Japan)
slps00406	Aquanaut no Kyuujitsu - Memories of Summer 1996 (Japan)
slps00407	Strikers 1945 (Japan)
slps00408	Lake Masters (Japan)
slps00409	Joshikousei no Houkago... Pukunpa (Japan)
slps00410	Nanatsu no Hikan (Japan) (Disc 1)
slps004100	Nanatsu no Hikan (Japan) (Disc 1)
slps00411	Nanatsu no Hikan (Japan) (Disc 2)
slps004111	Nanatsu no Hikan (Japan) (Disc 2)
slps00412	Nanatsu no Hikan (Japan) (Disc 3)
slps004122	Nanatsu no Hikan (Japan) (Disc 3)
slps00413	Heiwa Pachinko Daisuki (Japan)
slps00414	Shingata Kururin Pa! (Japan)
slps00415	Street Fighter Zero 2 (Japan)
slps00416	Rupupu Cube - Lup Salad (Japan)
slps00417	Racingroovy VS (Japan)
slps00418	Open Golf, The - History of Turnberry (Japan)
slps00419	Shock Wave (Japan)
slps00420	SimCity 2000 (Japan)
slps00421	Gekka no Kishi - Ouryuusen (Japan)
slps00422	Gotha II - Tenkuu no Kishi (Japan)
slps00423	Nobunaga no Yabou - Returns (Japan)
slps00424	ZXE-D - Legend of Plasmatlite (Japan)
slps00425	Sankyo Fever - Downtown Geki (Japan)
slps00426	Magic Johnson to Kareem Abdul-Jabbar no Slam 'n Jam '96 (Japan)
slps00427	Senran (Japan)
slps00428	Are!Mo KoreMo Momotarou (Japan)
slps00429	Jockey Zero (Japan)
slps00430	Tonzura-kun (Japan)
slps00431	Koutetsu Reiiki - Steeldom (Japan)
slps00432	Kuru Kuru Twinkle - Onegai Ohoshi-sama (Japan)
slps00433	International Moto-X (Japan)
slps00434	Honkaku 4-nin Uchi - Geinoujin Taikyoku Mahjong - The Wareme de Pon (Japan)
slps00435	Megatudo 2096 (Japan)
slps00436	Toaplan Shooting Battle 1 (Japan)
slps00437	PO'ed (Japan)
slps00438	Oukyuu no Hihou Tension (Japan)
slps00439	Posit (Japan)
slps00440	Tsuri Baka Nisshi (Japan)
slps00441	Fuuun Gokuu Ninden (Japan)
slps00442	Nyan to Wonderful (Japan)
slps00443	Yellow Brick Road (Japan)
slps00444	Mortal Kombat II (Japan)
slps00445	Tournament Leader (Japan)
slps00447	Nazoou (Japan)
slps00448	Teitoku no Ketsudan II (Japan)
slps00449	Virtual Pro Wrestling (Japan)
slps00450	Smash Court (Japan)
slps00451	Tenchi Muyou! Toukou Muyou (Japan) (Disc 1)
slps004510	Tenchi Muyou! Toukou Muyou (Japan) (Disc 1)
slps00452	Tenchi Muyou! Toukou Muyou (Japan) (Disc 2)
slps004521	Tenchi Muyou! Toukou Muyou (Japan) (Disc 2)
slps00453	Frank Thomas Big Hurt Baseball (Japan)
slps00454	Kid Clown no Crazy Chase 2 - Love Love Honey Soudatsusen (Japan)
slps00455	Iron Man & X-O Manowar in Heavy Metal (Japan)
slps00456	Cool Boarders (Japan)
slps00457	Taikyoku Igo - Shinzui Gosennin (Japan)
slps00458	Simulation Zoo (Japan)
slps00459	Big Challenge Golf - Tokyo Yomiuri Country Club-hen (Japan)
slps00460	Mahou Shoujo Fancy CoCo (Japan)
slps00461	3D Mission Shooting - Finalist (Japan)
slps00462	Oehlins Hyper-Rally (Japan)
slps00463	Fish Eyes (Japan)
slps00465	Honoo no 15 Shumoku - Atlanta Olympics (Japan)
slps00466	Tetris Plus (Japan)
slps00467	Super Casino Special (Japan)
slps00468	Stakes Winner - G1 Kanzen Seiha e no Michi (Japan)
slps00469	V-Tennis 2 (Japan)
slps00470	Heroine Dream (Japan) (Shokai Genteiban)
slps00471	Heroine Dream (Japan)
slps00472	Stone Walkers (Japan)
slps00473	Jigsaw Island - Japan Graffiti (Japan)
slps00475	Kyuukyoku no Soukoban (Japan)
slps00476	Spectral Tower (Japan)
slps00477	Wing Commander III - Heart of the Tiger (Japan) (Disc 1)
slps004770	Wing Commander III - Heart of the Tiger (Japan) (Disc 1)
slps00478	Wing Commander III - Heart of the Tiger (Japan) (Disc 2)
slps004781	Wing Commander III - Heart of the Tiger (Japan) (Disc 2)
slps00479	Wing Commander III - Heart of the Tiger (Japan) (Disc 3)
slps004792	Wing Commander III - Heart of the Tiger (Japan) (Disc 3)
slps00480	Wing Commander III - Heart of the Tiger (Japan) (Disc 4)
slps004803	Wing Commander III - Heart of the Tiger (Japan) (Disc 4)
slps00481	Densetsu no Ogre Battle (Japan)
slps00482	Pinball Fantasies Deluxe (Japan)
slps00483	Seikon no Joka - Hikari to Yami no Seioujo (Japan)
slps00484	Soreike no Kokology - Kokoro ga Oshieru Koi, Kekkon, Jinsei (Japan)
slps00485	Battle Arena Nitoushinden (Japan)
slps00486	Shellshock - Jus' Keepin' da Peace (Japan)
slps00487	StarFighter 3000 (Japan)
slps00488	Zoku Gussun Oyoyo (Japan)
slps00489	Death Wing (Japan)
slps00490	Power Rangers Pinball (Japan)
slps00491	Gen'ei Tougi - Shadow Struggle (Japan)
slps00492	Krazy Ivan (Japan)
slps00493	No-appointment Gals Olympos - Apo Nashi Gals Olympos (Japan)
slps00494	Ninja Jajamaru-kun - Onigiri Ninpouchou (Japan)
slps00495	Gunship (Japan)
slps00496	Kekkon - Marriage (Japan)
slps00497	Building Crush! (Japan)
slps00498	Harmful Park (Japan)
slps00499	Cooly Skunk (Japan)
slps00500	Megami Ibunroku - Persona - Be Your True Mind (Japan)
slps00501	Deep, The - Ushinawareta Shinkai (Japan)
slps00502	Kensei - The King of Boxing (Japan)
slps00503	Kyoufu Shinbun (Japan)
slps00504	Slime Shiyou! (Japan)
slps00505	Kuro no Juusan (Japan)
slps00507	Gallop Racer (Japan)
slps00508	Tower, The - Bonus Edition (Japan)
slps00509	Winning Post 2 - Program '96 (Japan)
slps00510	TFX - Tactical Fighter eXperiment (Japan)
slps00511	TFX - Tactical Fighter eXperiment (Japan)
slps00512	Assault Rigs (Japan)
slps00513	Doki Doki Pretty League (Japan) (Shokai Genteiban)
slps00514	BrainDead 13 (Japan) (Disc 1)
slps005140	BrainDead 13 (Japan) (Disc 1)
slps00515	BrainDead 13 (Japan) (Disc 2)
slps005151	BrainDead 13 (Japan) (Disc 2)
slps00516	Shock Wave - Operation JumpGate (Japan)
slps00517	Angelique Special (Japan)
slps00518	Burning Road (Japan)
slps00519	F1 GP Nippon no Chousen - Dome no Yabou (Japan)
slps00520	Psychic Force (Japan)
slps00521	Suikoden - Tenmei no Chikai (Japan)
slps00522	Ranma 1-2 - Battle Renaissance (Japan)
slps00523	Olympic Soccer (Japan)
slps00524	King of Parlor (Japan)
slps00525	East End x Yuri - Eexy Life (Japan)
slps00526	Imadoki no Vampire - Bloody Bride (Japan)
slps00527	Choujin Gakuen - Gowcaizer (Japan)
slps00528	Go II Professional - Taikyoku Igo (Japan)
slps00529	Kaijuu Senki (Japan)
slps00530	Puyo Puyo Tsuu - Ketteiban (Japan) (Rev 1)
slps00531	Proof Club (Japan)
slps00532	Tasogare no Ode (Japan)
slps00533	Aubirdforce (Japan) (Shokai Genteiban)
slps00534	Zoop (Japan)
slps00535	Lupin 3sei - Cagliostro no Shiro - Saikai (Japan) (Disc 1)
slps005350	Lupin 3sei - Cagliostro no Shiro - Saikai (Japan) (Disc 1)
slps00536	Lupin 3sei - Cagliostro no Shiro - Saikai (Japan) (Disc 2)
slps005361	Lupin 3sei - Cagliostro no Shiro - Saikai (Japan) (Disc 2)
slps00537	Lupin 3sei - Cagliostro no Shiro - Saikai (Japan) (Disc 3)
slps005372	Lupin 3sei - Cagliostro no Shiro - Saikai (Japan) (Disc 3)
slps00538	Fist (Japan)
slps00539	Star Gladiator - Episode I - Final Crusade (Japan)
slps00540	Namco Museum Vol. 4 (Japan)
slps00541	Bakuretsu Hunter - Mahjong Special (Japan)
slps00542	Bastard!! Utsuronaru Kamigami no Utsuwa (Japan)
slps00543	Primal Rage (Japan)
slps00544	Tantei Jinguuji Saburou - Mikan no Report (Japan)
slps00545	Soul Edge (Japan) (Gentei Box)
slps00546	Aubirdforce (Japan)
slps00547	Worms (Japan)
slps00548	DonPachi (Japan)
slps00549	DigiCro - Digital Number Crossword (Japan)
slps00550	Shin Super Robot Taisen (Japan)
slps00551	Ippatsu Gyakuten - Gamble King Densetsu (Japan)
slps00552	Panzer General (Japan)
slps00553	Super Robot Shooting (Japan) (Genteiban)
slps00554	Super Robot Shooting (Japan)
slps00555	Soul Edge (Japan)
slps00556	Time Commando (Japan)
slps00557	Touhou Chinyuuki - Halfling Hearts (Japan)
slps00558	Vermin Kids (Japan)
slps00559	AirGrave (Japan)
slps00560	LuLu - Un Conte Interactif de Romain Victor-Pujebet (Japan)
slps00561	Nightruth - Explanation of the Paranormal - 'Yami no Tobira' (Japan)
slps00562	Making of Nightruth, The (Japan)
slps00563	Karyuujou (Japan) (Disc 1) (Ryuu Hangan Hen)
slps005630	Karyuujou (Japan) (Disc 1) (Ryuu Hangan Hen)
slps00564	Karyuujou (Japan) (Disc 2) (Kou Yuukan Hen)
slps005641	Karyuujou (Japan) (Disc 2) (Kou Yuukan Hen)
slps00565	Tecmo Super Bowl (Japan)
slps00566	BFS - Blue Forest Story - Kaze no Fuuin (Japan)
slps00567	Virtual Gallop - Kishudou (Japan) (Genteiban)
slps00568	Virtual Gallop - Kishudou (Japan)
slps00569	Super Football Champ (Japan)
slps00570	DX Nippon Tokkyuu Ryokou Game - Let's Travel in Japan (Japan)
slps00571	HardBall 5 (Japan)
slps00572	Rescue 24 Hours (Japan)
slps00573	Shutokou Battle Gaiden - Super Technic Challenge - Drift King e no Michi (Japan)
slps00574	Darius Gaiden (Japan)
slps00575	Zeiramzone (Japan)
slps00576	Shin SD Sengokuden - Kidou Musha Taisen (Japan) (Genteiban)
slps00577	Kouryuu Sangoku Engi (Japan)
slps00578	Harukaze Sentai V-Force (Japan) (Disc 1)
slps005780	Harukaze Sentai V-Force (Japan) (Disc 1)
slps00579	Harukaze Sentai V-Force (Japan) (Disc 2)
slps005791	Harukaze Sentai V-Force (Japan) (Disc 2)
slps00580	Harukaze Sentai V-Force (Japan) (Disc 3)
slps005802	Harukaze Sentai V-Force (Japan) (Disc 3)
slps00581	Beltlogger 9 (Japan) (Shokai Genteiban)
slps00582	Beltlogger 9 (Japan)
slps00583	Mighty Hits (Japan)
slps00584	Eternal Melody (Japan)
slps00585	Die Hard Trilogy (Japan)
slps00586	True Love Story (Japan)
slps00587	Magic Carpet (Japan)
slps00588	Gussun Paradise (Japan)
slps00589	Jewel Bem Hunter Lime with Paint Maker (Japan)
slps00590	Voice Paradice Excella (Japan) (Disc 1)
slps005900	Voice Paradice Excella (Japan) (Disc 1)
slps00591	Voice Paradice Excella (Japan) (Disc 2)
slps005911	Voice Paradice Excella (Japan) (Disc 2)
slps00592	Touge Max - Saisoku Drift Master (Japan, Asia)
slps00593	Taklamakan - Tonkou Denki (Japan)
slps00594	Sampras Extreme Tennis (Japan)
slps00595	NHL Powerplay '96 (Japan)
slps00596	Wares 1092 - Souheiden (Japan)
slps00597	Sold Out (Japan)
slps00598	Wing Over (Japan)
slps00599	Seireki 1999 - Pharaoh no Fukkatsu (Japan)
slps00600	Rage Racer (Japan)
slps00601	Kindaichi Shounen no Jikenbo - Hihou-tou Arata naru Sangeki (Japan)
slps00602	Deserted Island (Japan)
slps00603	Mahjong Taikai II Special (Japan)
slps00604	First Queen IV - Varcia Senki (Japan)
slps00605	Keiba Saishou no Housoku '96 Vol. 2 - GI-Road (Japan)
slps00606	Tower, The - Bonus Edition (Japan)
slps00607	Pitball (Japan)
slps00609	Time Bokan Series - Bokan to Ippatsu! Doronbow (Japan)
slps00610	Street Racer Extra (Japan)
slps00611	Super Puzzle Fighter II X (Japan)
slps00613	Satomi no Nazo (Japan)
slps00614	Nishijin Pachinko Tengoku Vol. 1 (Japan)
slps00615	Gritz - The Pyramid Adventure (Japan)
slps00616	Derby Jockey R (Japan)
slps00617	Tomb Raiders (Japan)
slps00618	Civizard - Majutsu no Keifu (Japan)
slps00619	Akazu no Ma (Japan)
slps00620	ToPoLo (Japan)
slps00621	Galeoz (Japan)
slps00622	Kyuu-bakku (Japan)
slps00623	DX Okuman Chouja Game - The Money Battle (Japan)
slps00624	GaiaSeed - Project Seed Trap (Japan)
slps00625	Extra Bright (Japan)
slps00626	Goo-Cho de Park - Theme Park Monogatari (Japan)
slps00628	Doraemon 2 - SOS! Otogi no Kuni (Japan)
slps00629	LifeScape 2 - Body Bionics - Kyoui no Shouuchuu Jintai (Japan)
slps00630	Rockman 8 - Metal Heroes (Japan)
slps00631	Fighting Network Rings (Japan)
slps00632	Pebble Beach no Hatou Plus (Japan)
slps00633	Welcome House 2 - Keaton and His Uncle (Japan)
slps00634	Dakar '97 (Japan)
slps00635	Time Crisis (Japan) (Time Crisis + GunCon)
slps00636	Alice in Cyberland (Japan)
slps00637	Shin Nihon Pro Wrestling - Toukon Retsuden 2 (Japan)
slps00638	Star Wars - Rebel Assault II - The Hidden Empire (Japan) (Disc 1)
slps006380	Star Wars - Rebel Assault II - The Hidden Empire (Japan) (Disc 1)
slps00639	Star Wars - Rebel Assault II - The Hidden Empire (Japan) (Disc 2)
slps006391	Star Wars - Rebel Assault II - The Hidden Empire (Japan) (Disc 2)
slps00640	Real Bout Garou Densetsu (Japan) (En,Ja)
slps00641	Lode Runner Extra (Japan)
slps00642	Souryuu (Japan)
slps00643	Umihara Kawase Shun (Japan)
slps00644	GeGeGe no Kitarou (Japan)
slps00645	Mahou Shoujo Pretty Samy - Part 1 - In the Earth (Japan) (Disc 1) (Episode 23)
slps006450	Mahou Shoujo Pretty Samy - Part 1 - In the Earth (Japan) (Disc 1) (Episode 23)
slps00646	Mahou Shoujo Pretty Samy - Part 1 - In the Earth (Japan) (Disc 2) (Episode 24)
slps006461	Mahou Shoujo Pretty Samy - Part 1 - In the Earth (Japan) (Disc 2) (Episode 24)
slps00647	Samurai Spirits - Kenkaku Shinan Pack (Japan, Asia)
slps00648	Econo Kids - Ta ga Tame ni Kane wa Naru (Japan)
slps00650	Battle Arena Toushinden 3 (Japan)
slps00651	Kuru Kuru Panic (Japan)
slps00652	Ultraman Zearth (Japan)
slps00654	3D Shooting Tkool (Japan)
slps00655	Shin SD Sengokuden - Kidou Musha Taisen (Japan)
slps00656	Daikoukai Jidai II (Japan)
slps00657	Clock Tower 2 (Japan)
slps00658	Nihon Pro Golf Kyoukai Kanshuu - Double Eagle (Japan)
slps00659	Grid Runner (Japan)
slps00660	Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Disc 1)
slps006600	Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Disc 1)
slps00661	Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Disc 2)
slps006611	Deep Sea Adventure - Kaitei-kyuu Pantarassa no Nazo (Japan) (Disc 2)
slps00662	Rock-Climbing - Mitouhou e no Chousen - Alps-hen (Japan)
slps00663	Black Dawn (Japan)
slps00664	Dragon Knight 4 (Japan)
slps00665	Top Gun - Fire at Will! (Japan)
slps00666	Time Crisis (Japan)
slps00667	Heaven's Gate (Japan)
slps00668	Haunted Junction - Seitokai Badge o Oe! (Japan)
slps00669	Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 1) (Byakko) (Shokai Genteiban)
slps006690	Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 1) (Byakko) (Shokai Genteiban)
slps00670	Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 2) (Genbu) (Shokai Genteiban)
slps006701	Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 2) (Genbu) (Shokai Genteiban)
slps00671	Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 3) (Suzaku) (Shokai Genteiban)
slps006712	Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 3) (Suzaku) (Shokai Genteiban)
slps00672	Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 4) (Seiryuu) (Shokai Genteiban)
slps006723	Kowloon's Gate - Kowloon Fuusuiden (Japan, Asia) (Disc 4) (Seiryuu) (Shokai Genteiban)
slps00673	Doukyuusei Mahjong (Japan)
slps00674	Mouja (Japan)
slps00675	Tetsuya Komuro - Gaball Screen (Japan)
slps00676	Tetsuya Komuro - Gaball Screen (Japan)
slps00677	F-1 Grand Prix 1996 - Team Un'ei Simulation (Japan)
slps00678	RayStorm (Japan)
slps00679	Pururun! with Shape Up Girls (Japan)
slps00680	Meta-Ph-List Mu.X.2297 (Japan) (Disc 1)
slps006800	Meta-Ph-List Mu.X.2297 (Japan) (Disc 1)
slps00681	Meta-Ph-List Mu.X.2297 (Japan) (Disc 2)
slps006811	Meta-Ph-List Mu.X.2297 (Japan) (Disc 2)
slps00682	Triple Play 97 (Japan)
slps00683	Azito (Japan)
slps00684	Koukai Sarenakatta Shuki (Japan)
slps00685	Star Wars - Dark Forces (Japan)
slps00686	Love Game's - Wai Wai Tennis (Japan)
slps00687	Baseball Navigator (Japan)
slps00688	Sangokushi Koumeiden (Japan)
slps00689	Yaku Tsuu - Noroi no Game (Japan)
slps00690	Doukyuusei 2 (Japan) (Extra Box)
slps00691	Doukyuusei 2 (Japan)
slps00692	Nage Libre - Rasen no Soukoku (Japan)
slps00693	3D Baseball - The Majors (Japan)
slps00694	Transport Tycoon 3D - SL Kara Hajimeyou!! (Japan)
slps00695	WWF In Your House (Japan)
slps00696	Gekiretsu Pachinkers (Japan)
slps00697	Space Jam (Japan)
slps00698	Batman Forever - The Arcade Game (Japan)
slps00699	NBA Jam Extreme (Japan)
slps00700	Final Fantasy VII (Japan) (Disc 1)
slps007000	Final Fantasy VII (Japan) (Disc 1)
slps00701	Final Fantasy VII (Japan) (Disc 2)
slps007011	Final Fantasy VII (Japan) (Disc 2)
slps00702	Final Fantasy VII (Japan) (Disc 3)
slps007022	Final Fantasy VII (Japan) (Disc 3)
slps00703	Sangokushi V (Japan)
slps00704	Hashiriya - Ookamitachi no Densetsu (Japan)
slps00705	Namco Museum Vol. 5 (Japan)
slps00706	Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 1) (Byakko)
slps007060	Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 1) (Byakko)
slps00707	Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 2) (Genbu)
slps007071	Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 2) (Genbu)
slps00708	Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 3) (Suzaku)
slps007082	Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 3) (Suzaku)
slps00709	Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 4) (Seiryuu)
slps007093	Kowloon's Gate - Kowloon Fuusuiden (Japan) (Disc 4) (Seiryuu)
slps00710	Choro Q 2 (Japan)
slps00711	Queen's Road (Japan)
slps00712	Tenga Seiha (Japan)
slps00713	Cross Romance - Koi to Mahjong to Hanafuda to (Japan)
slps00714	Olympia, Yamasa - Virtua Pachi-Slot II - Jissen! Bishoujo Kouryakuhou (Japan)
slps00715	Zen Nihon GT Senshuken Max Rev. (Japan) (Disc 1)
slps007150	Zen Nihon GT Senshuken Max Rev. (Japan) (Disc 1)
slps00716	Zen Nihon GT Senshuken Max Rev. (Japan) (Disc 2)
slps007161	Zen Nihon GT Senshuken Max Rev. (Japan) (Disc 2)
slps00717	Tilk - Aoi Umi kara Kita Shoujo (Japan)
slps00718	Bakuretsu Hunter - Sorezore no Omoi ... Nowaanchatte (Japan)
slps00719	Great Battle VI, The (Japan)
slps00721	Nibiiro no Koubou - 32-nin no Senshachou (Japan)
slps00722	Masters Fighter, The (Japan)
slps00723	FEDA 2 - White Surge the Platoon (Japan)
slps00725	Area 51 (Japan) (Special Pack)
slps00726	Area 51 (Japan)
slps00727	Final Doom (Japan)
slps00728	Raiden DX (Japan)
slps00729	Koushien V (Japan)
slps00730	Fushigi no Kuni no Angelique (Japan)
slps00731	Sangoku Musou (Japan)
slps00732	Las Vegas Dream 2 (Japan)
slps00733	QuoVadis - Iverkurtz Sen'eki (Japan)
slps00734	Mad Stalker - FullMetalForce (Japan)
slps00735	Soviet Strike (Japan)
slps00736	NBA Live 97 (Japan)
slps00737	Magical Hoppers (Japan)
slps00738	Saber Marionette J - Battle Sabers (Japan) (Shokai Genteiban)
